State Code,District Code,Tahsil/ Sub-District Code,Town/ Village Code,Ward Code,Enumeration Block Code,Level,Name,Total/ Rural/ Urban,Total - Persons,Total - Males,Total - Females,Scheduled Caste - Persons,Scheduled Caste - Males,Scheduled Caste - Females,Scheduled Tribe - Persons,Scheduled Tribe - Males,Scheduled Tribe - Females
33,15,0008,41524000,19,0,WARD,Manapparai (M) - Ward No.19,Urban,741,385,356,57,34,23,0,0,0
33,15,0008,41524000,20,0,WARD,Manapparai (M) - Ward No.20,Urban,2878,1453,1425,190,100,90,0,0,0
33,15,0008,41524000,21,0,WARD,Manapparai (M) - Ward No.21,Urban,1088,546,542,156,77,79,0,0,0
33,15,0008,41524000,22,0,WARD,Manapparai (M) - Ward No.22,Urban,1658,807,851,45,27,18,0,0,0
33,15,0008,41524000,23,0,WARD,Manapparai (M) - Ward No.23,Urban,1473,528,945,176,44,132,3,0,3
33,15,0008,41524000,24,0,WARD,Manapparai (M) - Ward No.24,Urban,1032,581,451,221,152,69,17,6,11
33,15,0008,41524000,25,0,WARD,Manapparai (M) - Ward No.25,Urban,1031,510,521,0,0,0,0,0,0
33,15,0008,41524000,26,0,WARD,Manapparai (M) - Ward No.26,Urban,1190,589,601,173,80,93,0,0,0
33,15,0008,41524000,27,0,WARD,Manapparai (M) - Ward No.27,Urban,1089,610,479,26,26,0,3,3,0
33,15,0008,41525000,0,0,TOWN,Ponnampatti (TP),Urban,10660,5196,5464,1863,910,953,1,1,0
33,15,0008,41525000,1,0,WARD,Ponnampatti (TP) - Ward No.1,Urban,659,322,337,439,212,227,0,0,0
33,15,0008,41525000,2,0,WARD,Ponnampatti (TP) - Ward No.2,Urban,556,261,295,555,261,294,0,0,0
33,15,0008,41525000,3,0,WARD,Ponnampatti (TP) - Ward No.3,Urban,1031,503,528,146,73,73,0,0,0
33,15,0008,41525000,4,0,WARD,Ponnampatti (TP) - Ward No.4,Urban,1510,729,781,53,48,5,0,0,0
33,15,0008,41525000,5,0,WARD,Ponnampatti (TP) - Ward No.5,Urban,399,208,191,91,44,47,0,0,0
33,15,0008,41525000,6,0,WARD,Ponnampatti (TP) - Ward No.6,Urban,867,431,436,96,41,55,0,0,0
33,15,0008,41525000,7,0,WARD,Ponnampatti (TP) - Ward No.7,Urban,535,268,267,0,0,0,0,0,0
33,15,0008,41525000,8,0,WARD,Ponnampatti (TP) - Ward No.8,Urban,607,298,309,0,0,0,0,0,0
33,15,0008,41525000,9,0,WARD,Ponnampatti (TP) - Ward No.9,Urban,373,176,197,9,4,5,0,0,0
33,15,0008,41525000,10,0,WARD,Ponnampatti (TP) - Ward No.10,Urban,875,425,450,43,19,24,1,1,0
33,15,0008,41525000,11,0,WARD,Ponnampatti (TP) - Ward No.11,Urban,990,480,510,21,11,10,0,0,0
33,15,0008,41525000,12,0,WARD,Ponnampatti (TP) - Ward No.12,Urban,1020,502,518,264,124,140,0,0,0
33,15,0008,41525000,13,0,WARD,Ponnampatti (TP) - Ward No.13,Urban,515,250,265,0,0,0,0,0,0
33,15,0008,41525000,14,0,WARD,Ponnampatti (TP) - Ward No.14,Urban,559,268,291,146,73,73,0,0,0
33,15,0008,41525000,15,0,WARD,Ponnampatti (TP) - Ward No.15,Urban,164,75,89,0,0,0,0,0,0
